game_name,publisher,developer,platform_id,rating,year,genre,game_id
Mega Man Battle Network 6: Cybeast Falzar / Gregar,Capcom,,9,,2005.0,Role-Playing,2694
Doom (2016),Bethesda Softworks,,18,,2016.0,Shooter,2695
Syphon Filter: The Omega Strain,Sony Computer Entertainment,Sony Bend,7,M,2004.0,Shooter,2696
FIFA Soccer 11,Electronic Arts,EA Sports,7,E,2010.0,Sports,2697
The Sims 3,Electronic Arts,EA Games,11,T,2011.0,Simulation,2698
Mortal Kombat: Deception,Midway Games,Midway,14,M,2004.0,Fighting,2699
That's So Raven,Disney Interactive Studios,Vicarious Visions,9,E,2004.0,Adventure,2700
DJ Hero,Activision,Exient Entertainment,1,T,2009.0,Misc,2701
Toy Story 3: The Video Game,Disney Interactive Studios,,5,,2010.0,Action,2702
Marvel vs. Capcom 2: New Age of Heroes,Capcom,,7,,2002.0,Fighting,2703
Portal 2,Valve Software,Valve Software,15,E10+,2011.0,Shooter,2704
Duke Nukem Forever,Take-Two Interactive,"Gearbox Software, 3D Realms",6,M,2011.0,Shooter,2705
Star Wars: The Force Unleashed II,LucasArts,"LucasArts, Red Fly Studio",1,T,2010.0,Action,2706
Legends of Wrestling,Acclaim Entertainment,,7,,2001.0,Fighting,2707
True Crime: New York City,Activision,,7,,2005.0,Action,2708
Lost Planet 2,Capcom,,5,,2010.0,Shooter,2709
Kane & Lynch: Dead Men,Eidos Interactive,,5,,2007.0,Shooter,2710
Mario & Luigi: Paper Jam,Nintendo,,11,,2015.0,Role-Playing,2711
Final Fantasy Legend III,SquareSoft,,3,,1991.0,Role-Playing,2712
Harry Potter and the Half-Blood Prince,Electronic Arts,EA Bright Light,1,E10+,2009.0,Action,2713
Wall-E,THQ,Asobo Studio,7,E,2008.0,Platform,2714
Professor Layton and the Azran Legacy,Nintendo,Level 5,11,E10+,2013.0,Puzzle,2715
Super Monkey Ball: Touch & Roll,Sega,,4,,2005.0,Misc,2716
Mega Man X5,Capcom,Capcom,13,E,2000.0,Platform,2717
Nintendo Presents: New Style Boutique 2 - Fashion Forward,Nintendo,,11,,2015.0,Misc,2718
Titanfall 2,Electronic Arts,Respawn Entertainment,10,M,2016.0,Shooter,2719
Genji: Days of the Blade,Sony Computer Entertainment,Game Republic,6,T,2006.0,Action,2720
Metal Gear Solid V: The Phantom Pain,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",18,M,2015.0,Action,2721
Rockstar Games presents Table Tennis,Take-Two Interactive,Rockstar San Diego,5,E,2006.0,Sports,2722
Drawn to Life: The Next Chapter,THQ,Planet Moon Studios,1,E,2009.0,Puzzle,2723
PokePark 2: Wonders Beyond,Nintendo,Creatures Inc.,1,E,2011.0,Action,2724
DJ Hero 2,Activision,FreeStyleGames,6,T,2010.0,Misc,2725
WWE SmackDown vs. Raw 2009,THQ,Yuke's,17,T,2008.0,Fighting,2726
LEGO Batman 2: DC Super Heroes,Warner Bros. Interactive Entertainment,TT Games,11,E10+,2012.0,Action,2727
SoulCalibur V,Namco Bandai Games,Project Soul,6,T,2012.0,Fighting,2728
Shark Tale,Activision,Edge of Reality,7,E,2004.0,Action,2729
San Francisco Rush: Extreme Racing,GT Interactive,,12,,1997.0,Racing,2730
Zone of the Enders,Konami Digital Entertainment,KCEJ,7,M,2001.0,Shooter,2731
Street Fighter EX Plus Alpha,Virgin Interactive,,13,,1997.0,Fighting,2732
Kane & Lynch: Dead Men,Eidos Interactive,,6,,2007.0,Shooter,2733
Deer Drive,Big Ben Interactive,Kouyousha,1,T,2009.0,Sports,2734
Pro Evolution Soccer 2015,Konami Digital Entertainment,Konami,10,E,2014.0,Sports,2735
Tony Hawk's Underground 2,Activision,Neversoft Entertainment,14,T,2004.0,Sports,2736
Madden NFL 06,Electronic Arts,EA Tiburon,17,E,2005.0,Sports,2737
We Sing,Nordic Games,,1,,2009.0,Misc,2738
Raving Rabbids: Travel in Time,Ubisoft,Ubisoft,1,E10+,2010.0,Adventure,2739
Capcom vs. SNK 2: Mark of the Millennium 2001,Capcom,Capcom,7,T,2001.0,Fighting,2740
MVP 06 NCAA Baseball,Electronic Arts,EA Canada,7,E,2006.0,Sports,2741
Turok,Touchstone,Propaganda Games,5,M,2008.0,Action,2742
Final Fantasy XIV: A Realm Reborn,Square Enix,,10,,2014.0,Role-Playing,2743
Coded Arms,Konami Digital Entertainment,Konami,17,T,2005.0,Shooter,2744
Final Fantasy Tactics A2: Grimoire of the Rift,Square Enix,Square Enix,4,E10+,2007.0,Role-Playing,2745
Jump Ultimate Stars,Nintendo,,4,,2006.0,Fighting,2746
Jampack Summer 2001,Sony Computer Entertainment,,7,,2001.0,Misc,2747
The Lord of the Rings: Conquest,Electronic Arts,Pandemic Studios,6,T,2009.0,Action,2748
Band Hero,Activision,Neversoft Entertainment,6,E10+,2009.0,Misc,2749
Burnout,Acclaim Entertainment,Criterion Games,7,E,2001.0,Racing,2750
Spectrobes,Disney Interactive Studios,Jupiter Corporation,4,E,2007.0,Role-Playing,2751
Rhythm Heaven: The Best+,Nintendo,,11,,2015.0,Misc,2752
Yu-Gi-Oh! Dungeon Dice Monsters,Konami Digital Entertainment,,9,,2001.0,Misc,2753
The Godfather II,Electronic Arts,EA Redwood Shores,6,M,2009.0,Action,2754
Mortal Kombat: Unchained,Midway Games,JGI Entertainment,17,M,2006.0,Fighting,2755
Need for Speed: Shift,Electronic Arts,EA Bright Light,17,E,2009.0,Racing,2756
Dark Souls II,Namco Bandai Games,From Software,5,T,2014.0,Role-Playing,2757
Sega Superstars Tennis,Sega,Sumo Digital,4,E,2008.0,Sports,2758
Assassin's Creed: Revelations,Ubisoft,Ubisoft Montreal,15,M,2011.0,Action,2759
Final Fantasy X/X-2 HD Remaster,Square Enix,,10,,2015.0,Role-Playing,2760
[Prototype 2],Activision,Radical Entertainment,6,M,2012.0,Action,2761
Midnight Club 3: DUB Edition,Take-Two Interactive,Rockstar San Diego,14,E10+,2005.0,Racing,2762
Resident Evil: Revelations,Capcom,Capcom,6,M,2013.0,Action,2763
Tom Clancy's Rainbow Six: Vegas,Ubisoft,Ubisoft Montreal,17,T,2007.0,Shooter,2764
The Lord of the Rings: The Two Towers,Electronic Arts,,9,,2002.0,Action,2765
Tiger Woods PGA Tour 2001,Electronic Arts,Stormfront Studios,7,E,2001.0,Sports,2766
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Square Enix,,10,,2015.0,Action,2767
Red Faction: Guerrilla,THQ,Volition Inc.,6,M,2009.0,Shooter,2768
The Elder Scrolls V: Skyrim,Bethesda Softworks,,18,,2016.0,Role-Playing,2769
Jet Moto 3,Sony Computer Entertainment,,13,,1999.0,Racing,2770
Ace Combat: Assault Horizon,Namco Bandai Games,Project Aces,6,T,2011.0,Action,2771
X-Men Origins: Wolverine - Uncaged Edition,Activision,,6,,2009.0,Action,2772
Unreal Championship,Atari,Digital Extremes,14,M,2002.0,Shooter,2773
WarioWare: Twisted!,Unknown,,9,,,Puzzle,2774
Lego Batman 3: Beyond Gotham,Warner Bros. Interactive Entertainment,TT Games,6,E10+,2014.0,Action,2775
Crysis 2,Electronic Arts,Crytek,15,M,2011.0,Action,2776
Tales of Vesperia,Atari,Bandai Namco Games,5,T,2008.0,Role-Playing,2777
MLB 13: The Show,Sony Computer Entertainment,SCEA San Diego Studios,6,E,2013.0,Sports,2778
LEGO Marvel Super Heroes,Warner Bros. Interactive Entertainment,TT Games,19,E10+,2013.0,Action,2779
Namco Museum Remix,Atari,TOSE,1,E,2007.0,Misc,2780
NBA 2K16,Take-Two Interactive,Visual Concepts,6,E,2015.0,Sports,2781
Sword of Mana,Nintendo,Brownie Brown,9,E,2003.0,Role-Playing,2782
FIFA 17,Electronic Arts,"EA Sports, EA Vancouver",6,E,2016.0,Sports,2783
Marvel: Ultimate Alliance 2,Activision,Vicarious Visions,6,T,2009.0,Role-Playing,2784
Dragon Age: Inquisition,Electronic Arts,BioWare,15,M,2014.0,Role-Playing,2785
Resonance of Fate,Sega,Tri-Ace,6,T,2010.0,Role-Playing,2786
Madagascar: Escape 2 Africa,Activision,Amaze Entertainment,4,E,2008.0,Action,2787
Pirates of the Caribbean: At World's End,Disney Interactive Studios,Eurocom Entertainment Software,6,T,2007.0,Action,2788
FIFA: Road to World Cup 98,Electronic Arts,,13,,1997.0,Sports,2789
The Amazing Spider-Man (Console Version),Activision,,5,,2012.0,Action,2790
Dragon Ball Z: Ultime Menace,Namco Bandai Games,,8,,1993.0,Fighting,2791
The Walking Dead: Season One,Avanquest Software,,5,,2012.0,Adventure,2792
Tiger Woods PGA Tour 08,Electronic Arts,EA Salt Lake,6,E,2007.0,Sports,2793
Classic NES Series: Donkey Kong,Nintendo,Nintendo,9,E,2004.0,Platform,2794
Harvest Moon: Animal Parade,Rising Star Games,Natsume,1,E,2008.0,Simulation,2795
Split/Second,Disney Interactive Studios,,6,,2010.0,Racing,2796
Yoshi,Nintendo,,3,,1991.0,Puzzle,2797
Mortal Kombat 4,GT Interactive,,12,,1998.0,Fighting,2798
WWE SmackDown vs. Raw 2010,THQ,Yuke's,1,T,2009.0,Fighting,2799
Style Savvy: Trendsetters,Nintendo,syn Sophia,11,E,2012.0,Simulation,2800
Croc 2,Fox Interactive,,13,,1999.0,Platform,2801
Final Fantasy XIII-2,Square Enix,Square Enix,5,T,2011.0,Role-Playing,2802
Practise English!,Nintendo,,4,,2007.0,Misc,2803
Oddworld: Munch's Oddysee,Atari,Oddworld Inhabitants,14,T,2001.0,Platform,2804
Persona 4: Arena,Atlus,Arc System Works,6,T,2012.0,Fighting,2805
Berzerk,Atari,,16,,1981.0,Shooter,2806
Brink,Bethesda Softworks,Splash Damage,6,T,2011.0,Shooter,2807
NHL 11,Electronic Arts,Electronic Arts,5,E10+,2010.0,Sports,2808
NCAA Football 07,Electronic Arts,EA Sports,5,E,2006.0,Sports,2809
Just Dance Wii,Nintendo,,1,,2011.0,Misc,2810
Full Spectrum Warrior,THQ,Pandemic Studios,14,M,2004.0,Strategy,2811
LEGO Marvel's Avengers,Warner Bros. Interactive Entertainment,TT Games,10,E10+,2016.0,Action,2812
Katamari Damacy,Namco Bandai Games,Namco,7,E,2004.0,Puzzle,2813
Just Dance 2015,Ubisoft,Ubisoft,19,E10+,2014.0,Misc,2814
Beyblade VForce: Ultimate Blader Jam,Atari,Takara,9,E,2003.0,Action,2815
LEGO Dimensions,Warner Bros. Interactive Entertainment,Traveller's Tales,10,E10+,2015.0,Action,2816
Naruto Shippuden: Ultimate Ninja Storm Generations,Namco Bandai Games,"CyberConnect2, Racjin",6,T,2012.0,Fighting,2817
Shaun Palmer's Pro Snowboarder,Codemasters,Dearsoft,7,E,2001.0,Sports,2818
James Bond 007: Agent Under Fire,Electronic Arts,Electronic Arts,20,T,2002.0,Shooter,2819
Harvest Moon DS: Island of Happiness,Rising Star Games,TOSE,4,E,2007.0,Simulation,2820
Star Wars Episode III: Revenge of the Sith,Ubisoft,Ubisoft,9,E10+,2005.0,Action,2821
Ultimate Spider-Man,Activision,Treyarch,7,T,2005.0,Action,2822
Monopoly Streets,Electronic Arts,Electronic Arts,1,E,2010.0,Misc,2823
Imagine: Interior Designer,Ubisoft,Ubisoft,4,E,2008.0,Simulation,2824
Ratchet & Clank Collection,Sony Computer Entertainment,,6,,2012.0,Action,2825
SD Gundam G Generation,Namco Bandai Games,,13,,1998.0,Strategy,2826
Rabbids Go Home,Ubisoft,Ubisoft Montpellier,4,E,2009.0,Platform,2827
God Eater,Unknown,,17,,2010.0,Action,2828
Area 51,GT Interactive,,13,,1996.0,Shooter,2829
Total War: Rome II,Sega,Creative Assembly,15,T,2013.0,Strategy,2830
NBA Live 08,Electronic Arts,EA Canada,7,E,2007.0,Sports,2831
Star Ocean: The Last Hope International,Square Enix,"Square Enix, Tri-Ace",6,T,2010.0,Role-Playing,2832
Dead to Rights,Electronic Arts,Namco,14,M,2002.0,Shooter,2833
Indiana Jones and the Staff of Kings,Activision,Artificial Mind and Movement,1,T,2009.0,Action,2834
Tiger Woods PGA Tour 07,Electronic Arts,EA Redwood Shores,7,E,2006.0,Sports,2835
My Little Pony: Pinkie Pie's Party,THQ,THQ,4,E,2008.0,Adventure,2836
Test Drive 6,Atari,,13,,1999.0,Racing,2837
Major League Baseball 2K7,Spike,Kush Games,5,E,2007.0,Sports,2838
Kouchuu Ouja Mushi King,Sega,,9,,2005.0,Action,2839
Persona Q: Shadow of the Labyrinth,Nippon Ichi Software,Atlus,11,M,2014.0,Role-Playing,2840
MLB 14: The Show,Sony Computer Entertainment America,SCEA San Diego Studios,10,E,2014.0,Sports,2841
X-Men: Mutant Academy 2,Activision,Paradox Development,13,T,2001.0,Fighting,2842
Kirby: Canvas Curse,Nintendo,HAL Labs,4,E,2005.0,Platform,2843
Jampack Winter 2001,Sony Computer Entertainment,,7,,2001.0,Misc,2844
Kangaroo,Atari,,16,,1982.0,Platform,2845
Madden NFL 10,Electronic Arts,EA Tiburon,1,E,2009.0,Sports,2846
MLB 09: The Show,Sony Computer Entertainment,SCEA San Diego Studios,6,E,2009.0,Sports,2847
Borderlands: The Pre-Sequel,Take-Two Interactive,2K Australia,5,M,2014.0,Shooter,2848
Disney Infinity 3.0,Disney Interactive Studios,,10,,2015.0,Action,2849
Madden NFL 11,Unknown,EA Tiburon,1,E,,Sports,2850
Super Monkey Ball Jr.,Atari,Realism Ltd,9,E,2002.0,Puzzle,2851
The Witcher 3: Wild Hunt,Namco Bandai Games,CD Projekt Red Studio,15,M,2015.0,Role-Playing,2852
F1 2011,Codemasters,Codemasters,5,E,2011.0,Racing,2853
Mobile Suit Gundam: Encounters in Space,Namco Bandai Games,Bandai,7,T,2003.0,Simulation,2854
MLB 10: The Show,Sony Computer Entertainment,SCEA,6,E,2010.0,Sports,2855
MX vs. ATV Reflex,THQ,Rainbow Studios,5,E,2009.0,Racing,2856
Blur,Activision,Bizarre Creations,6,E10+,2010.0,Racing,2857
Avatar: The Game,Ubisoft,,1,,2009.0,Action,2858
Fear Effect,Eidos Interactive,,13,,1998.0,Action,2859
Battlefield: Bad Company 2,Electronic Arts,EA DICE,15,M,2010.0,Shooter,2860
DiRT 3,Codemasters,Codemasters,5,T,2011.0,Racing,2861
The Lord of the Rings: The Two Towers,Electronic Arts,Stormfront Studios,14,T,2002.0,Action,2862
Madden NFL 2003,Electronic Arts,EA Tiburon,14,E,2002.0,Sports,2863
Skate,Electronic Arts,EA Black Box,5,T,2007.0,Sports,2864
iCarly,Activision,Human Soft,4,E,2009.0,Adventure,2865
XCOM: Enemy Unknown,Take-Two Interactive,Firaxis Games,15,M,2012.0,Strategy,2866
Ben 10: Protector of Earth,D3Publisher,High Voltage Software,17,E10+,2007.0,Action,2867
Virtua Fighter 4: Evolution,Sega,Sega,7,T,2003.0,Fighting,2868
Crysis,Electronic Arts,Crytek,15,M,2007.0,Shooter,2869
Resident Evil: Survivor,Eidos Interactive,Capcom,13,M,2000.0,Action,2870
The Sims 2: Castaway,Electronic Arts,Full Fat,4,E,2007.0,Simulation,2871
Super Trucks Racing,Jester Interactive,Jester Interactive,7,E,2002.0,Racing,2872
Godzilla: Destroy All Monsters Melee,Atari,"Pipeworks Software, Inc.",20,T,2002.0,Fighting,2873
Jeremy McGrath Supercross 2000,Acclaim Entertainment,Acclaim,13,E,2000.0,Racing,2874
Conker: Live And Reloaded,Microsoft Game Studios,,14,,2005.0,Adventure,2875
Silent Hill 3,Konami Digital Entertainment,KCET,7,M,2003.0,Action,2876
Yu-Gi-Oh! The Falsebound Kingdom,Konami Digital Entertainment,,20,,2002.0,Strategy,2877
Spyro: Enter the Dragonfly,Universal Interactive,Equinoxe,20,E,2002.0,Platform,2878
Scooby-Doo 2: Monsters Unleashed,THQ,Altron,9,E,2004.0,Action,2879
Power Rangers: Dino Thunder,THQ,Pacific Coast Power & Light,7,E,2004.0,Action,2880
Madden NFL 08,Electronic Arts,EA Tiburon,17,E,2007.0,Sports,2881
Blast Corps,Nintendo,,12,,1997.0,Action,2882
LEGO Racers,LEGO Media,,12,,1999.0,Racing,2883
WWF Attitude,Acclaim Entertainment,,12,,1999.0,Fighting,2884
Tactics Ogre: Let Us Cling Together,Quest,,8,,1995.0,Role-Playing,2885
Madden NFL 09,Electronic Arts,EA Tiburon,17,E,2008.0,Sports,2886
"WarioWare, Inc.: Mega Party Game$",Nintendo,,20,,2003.0,Puzzle,2887
NBA Live 09,Electronic Arts,EA Canada,5,E,2008.0,Sports,2888
Battle Arena Toshinden 2,Sony Computer Entertainment,,13,,1995.0,Fighting,2889
Dragon Ball: Xenoverse 2,Namco Bandai Games,Dimps Corporation,10,T,2016.0,Action,2890
Dynasty Warriors 6,Tecmo Koei,"Koei, Omega Force",6,T,2007.0,Action,2891
Jeopardy!,Hasbro Interactive,,13,,1997.0,Misc,2892
South Park,Acclaim Entertainment,,13,,1998.0,Shooter,2893
NCAA Football 09,Electronic Arts,EA Tiburon,5,E,2008.0,Sports,2894
Doom 3: Resurrection of Evil,Activision,"id Software, Nerve Software",14,M,2005.0,Shooter,2895
SSX,Electronic Arts,EA Canada,5,E,2012.0,Sports,2896
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Square Enix,"Eighting, Genius Sonority Inc.",1,T,2007.0,Role-Playing,2897
Two Worlds,SouthPeak Games,Reality Pump,5,M,2007.0,Role-Playing,2898
Tony Hawk's Underground,Activision,Neversoft Entertainment,20,T,2003.0,Sports,2899
Spider-Man 2,Activision,Vicarious Visions,17,T,2005.0,Action,2900
Super Bomberman 3,Hudson Soft,,8,,1994.0,Puzzle,2901
NCAA Football 08,Electronic Arts,EA Sports,5,E,2007.0,Sports,2902
Command & Conquer: Red Alert Retaliation,Virgin Interactive,,13,,1998.0,Strategy,2903
Skylanders: Trap Team,Activision,Toys for Bob,19,E10+,2014.0,Action,2904
Star Wars: Obi-Wan,Activision,LucasArts,14,T,2001.0,Action,2905
Ace Attorney Investigations: Miles Edgeworth,Capcom,Capcom,4,T,2009.0,Adventure,2906
Kill.Switch,Sony Computer Entertainment,Namco,7,T,2003.0,Shooter,2907
Catherine,Deep Silver,Atlus,6,M,2011.0,Adventure,2908
Madden NFL 2005,Electronic Arts,EA Tiburon,20,E,2004.0,Sports,2909
F-14 Tomcat,Majesco Entertainment,Virtucraft,9,E,2001.0,Action,2910
SplashDown,Atari,Rainbow Studios,7,E,2001.0,Racing,2911
NCAA Football 98,Electronic Arts,,13,,1997.0,Sports,2912
Jade Empire,Microsoft Game Studios,BioWare,14,M,2005.0,Role-Playing,2913
Infinite Undiscovery,Square Enix,Tri-Ace,5,T,2008.0,Role-Playing,2914
FIFA Soccer 11,Electronic Arts,EA Sports,4,E,2010.0,Sports,2915
Chocobo's Dungeon 2,SquareSoft,,13,,1998.0,Role-Playing,2916
Call of Duty: Ghosts,Activision,,15,,2013.0,Shooter,2917
Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,TT Games,10,E10+,2016.0,Action,2918
NHL 12,Electronic Arts,Electronic Arts,5,E10+,2011.0,Sports,2919
Advance Wars,Nintendo,Intelligent Systems,9,E,2001.0,Strategy,2920
NASCAR 2001,Electronic Arts,EA Sports,7,E,2000.0,Racing,2921
NCAA Football 2001,Electronic Arts,,13,,2000.0,Sports,2922
WWE SmackDown vs. Raw 2011,THQ,Yuke's,17,T,2010.0,Fighting,2923
Mafia,Illusion Softworks,Illusion Softworks,7,M,2004.0,Action,2924
Hannah Montana: The Movie,Disney Interactive Studios,n-Space,4,E,2009.0,Adventure,2925
Ape Escape: On the Loose,Sony Computer Entertainment,"SCEA, Sims",17,E,2005.0,Platform,2926
Mobile Suit Gundam: Journey to Jaburo,Namco Bandai Games,Bandai,7,T,2000.0,Simulation,2927
MLB 08: The Show,Sony Computer Entertainment,SCEA San Diego Studios,6,E,2008.0,Sports,2928
TimeSplitters 2,Eidos Interactive,Free Radical Design,7,T,2002.0,Shooter,2929
Omerta: City of Gangsters,Konami Digital Entertainment,Kalypso,5,T,2011.0,Simulation,2930
Driver: San Francisco,Ubisoft,Ubisoft Reflections,5,T,2011.0,Racing,2931
Classic NES Series: Zelda II: The Adventure of Link,Nintendo,Nintendo,9,E,2004.0,Adventure,2932
Fire Emblem: Monsh? no Nazo,Nintendo,,8,,1994.0,Role-Playing,2933
Disney's Chicken Little,Disney Interactive Studios,Artificial Mind and Movement,9,E,2005.0,Platform,2934
James Bond 007: Blood Stone,Activision,Bizarre Creations,6,T,2010.0,Shooter,2935
King Kong,Tigervision,,16,,1981.0,Action,2936
Minecraft: Story Mode,Mojang,,10,,2015.0,Adventure,2937
Moto Racer 2,Electronic Arts,,13,,1997.0,Racing,2938
Metal Gear Solid: Portable Ops Plus,Konami Digital Entertainment,Kojima Productions,17,T,2007.0,Action,2939
LEGO Rock Band,Warner Bros. Interactive Entertainment,TT Fusion,1,E10+,2009.0,Misc,2940
Monster Hunter Tri,Nintendo,,19,,2012.0,Role-Playing,2941
Halo 2 Multiplayer Map Pack,Microsoft Game Studios,Bungie Software,14,M,2005.0,Shooter,2942
Mortal Kombat: Shaolin Monks,Midway Games,Midway Studios - Los Angeles,7,M,2005.0,Action,2943
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Activision,,6,,2009.0,Shooter,2944
Minecraft: Story Mode,Mojang,,6,,2015.0,Adventure,2945
FIFA Soccer 13,Electronic Arts,Electronic Arts,1,E,2012.0,Action,2946
The LEGO Movie Videogame,Warner Bros. Interactive Entertainment,TT Games,11,E10+,2014.0,Action,2947
MotionSports,Ubisoft,Ubisoft Milan,5,T,2010.0,Sports,2948
MX vs. ATV Unleashed: On the Edge,THQ,Rainbow Studios,17,E,2006.0,Racing,2949
Mario Pinball Land,Nintendo,Fuse Games Limited,9,E,2004.0,Misc,2950
Mappy,Namco Bandai Games,,2,,1984.0,Platform,2951
J-League Soccer: Prime Goal,Namco Bandai Games,,8,,1993.0,Sports,2952
Dragon Ball Z: Budokai,Atari,Pyramid,20,T,2003.0,Fighting,2953
NFL Xtreme,Sony Computer Entertainment,,13,,1998.0,Sports,2954
Need for Speed (2015),Electronic Arts,,18,,2015.0,Racing,2955
Plants vs. Zombies: Garden Warfare,Electronic Arts,PopCap,18,E10+,2014.0,Shooter,2956
Need for Speed Rivals,Electronic Arts,Ghost Games,18,E10+,2013.0,Racing,2957
The Sims 2: Apartment Pets,Electronic Arts,Full Fat,4,E,2008.0,Simulation,2958
Harry Potter and the Chamber of Secrets,Electronic Arts,Eurocom Entertainment Software,20,E,2002.0,Action,2959
Prince of Persia: The Forgotten Sands,Ubisoft,Ubisoft Montreal,6,T,2010.0,Action,2960
X-Men Origins: Wolverine - Uncaged Edition,Activision,,5,,2009.0,Action,2961
The Lord of the Rings: The Return of the King,Electronic Arts,Hypnos Entertainment,20,T,2003.0,Action,2962
The Sims: Medieval,Electronic Arts,The Sims Studio,15,T,2011.0,Simulation,2963
LEGO Batman 2: DC Super Heroes,Warner Bros. Interactive Entertainment,TT Games,4,E10+,2012.0,Action,2964
Top Spin 4,Take-Two Interactive,2K Czech,6,E,2011.0,Sports,2965
Shrek the Third,Activision,,5,,2007.0,Action,2966
Baldur's Gate: Dark Alliance II,Interplay,Black Isle Studios,7,T,2004.0,Role-Playing,2967
Shark Tale,Activision,Vicarious Visions,9,E,2004.0,Action,2968
IL-2 Sturmovik: Birds of Prey,505 Games,Gaijin Entertainment,6,T,2009.0,Simulation,2969
Test Drive Unlimited 2,Atari,Eden,5,T,,Racing,2970
Star Wars: Masters of Teras Kasi,LucasArts,,13,,1997.0,Action,2971
World of Zoo,THQ,Blue Fang Games,4,E,2009.0,Simulation,2972
NBA Street Vol. 2,Electronic Arts,Electronic Arts,14,E,2003.0,Sports,2973
Minecraft,Microsoft Game Studios,,19,,2016.0,Misc,2974
MX vs. ATV Untamed,THQ,Rainbow Studios,5,E,2007.0,Racing,2975
The Last Remnant,Square Enix,Square Enix,5,M,2008.0,Role-Playing,2976
NCAA Football 2005,Electronic Arts,EA Sports,14,E,2004.0,Sports,2977
Mortal Kombat Mythologies: Sub-Zero,GT Interactive,,13,,1997.0,Fighting,2978
The Sly Collection,Sony Computer Entertainment,Sanzaru Games,6,E10+,2010.0,Platform,2979
Naruto: Clash of Ninja,Tomy Corporation,Tomy Corporation,20,T,2003.0,Fighting,2980
Sniper Elite 3,505 Games,Rebellion,10,M,2014.0,Shooter,2981
Prince of Persia: The Two Thrones,Ubisoft,Ubisoft Montreal,7,M,2005.0,Action,2982
Hot Shots Golf: Open Tee 2,Sony Computer Entertainment,Clap Hanz,17,E,2007.0,Sports,2983
Mercenaries: Playground of Destruction,LucasArts,,14,,2005.0,Action,2984
Bushido Blade 2,SquareSoft,,13,,1998.0,Fighting,2985
