game_name,publisher,developer,platform_id,rating,year,genre,game_id
Hammerin' Hero,Irem Software Engineering,Irem,17,E10+,2008.0,Action,11890
Model * Oshare Audition: Dream Girl,Alchemist,,11,,2013.0,Misc,11891
Lupin Sansei: Shijou Saidai no Zunousen,Namco Bandai Games,,4,,2010.0,Adventure,11892
Dark Souls III,Namco Bandai Games,From Software,15,M,2016.0,Role-Playing,11893
Petz Fantasy 3D,Ubisoft,Digital Kids,11,E,2011.0,Simulation,11894
WRC 2: FIA World Rally Championship,Ubisoft,,5,,2011.0,Racing,11895
Archer Maclean's 3D Pool,Crave Entertainment,,9,,2003.0,Misc,11896
Tak: The Great Juju Challenge,THQ,Avalanche Software,14,E,2005.0,Platform,11897
TMNT: Mutant Melee,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,20,T,2005.0,Fighting,11898
Combat: Task Force 121,Zoo Digital Publishing,Direct Action Games,14,M,2005.0,Shooter,11899
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Konami Digital Entertainment,,1,,2010.0,Sports,11900
Goosebumps HorrorLand,Scholastic Inc.,Gusto Games,7,E10+,2008.0,Adventure,11901
Exhibition Volume 4,Microsoft Game Studios,,14,,2003.0,Misc,11902
Viewpoint,Electronic Arts,,13,,1995.0,Shooter,11903
Code Geass: Hangyaku no Lelouch - Lost Colors,Namco Bandai Games,,17,,2008.0,Adventure,11904
Disney's Donald Duck Advance,Ubisoft,,9,,2001.0,Platform,11905
Stacked with Daniel Negreanu,Myelin Media,5000ft,7,T,2006.0,Misc,11906
Hakuouki: Yuugi Roku,Idea Factory,,17,,2010.0,Adventure,11907
The Rub Rabbits!,Sega,,4,,2005.0,Puzzle,11908
Rapala Pro Bass Fishing 2010,Activision,FUN Labs,17,E,2010.0,Sports,11909
Let's Ride! Friends Forever,THQ,,4,,2008.0,Adventure,11910
Circus Maximus: Chariot Wars,THQ,Kodiak Interactive,14,T,2002.0,Racing,11911
Squishy Tank,Natsume,Natsume,4,E,2010.0,Puzzle,11912
Dungeon Maker II: The Hidden War,Global A Entertainment,Global A,17,E10+,2007.0,Role-Playing,11913
Discovery Kids: Parrot Pals,505 Games,505 Games,4,E,2009.0,Simulation,11914
Kenyuu Densetsu Yaiba,Banpresto,,8,,1994.0,Action,11915
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Namco Bandai Games,,7,,2009.0,Strategy,11916
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Namco Bandai Games,,17,,2009.0,Strategy,11917
Elements of Destruction,THQ,Black Lantern Studios,4,E10+,2007.0,Strategy,11918
Serious Sam: Next Encounter,Global Star,Climax Group,7,M,2004.0,Shooter,11919
Eiken DS,Rocket Company,,4,,2007.0,Misc,11920
Game Center CX: Arino no Chousenjou 2,Namco Bandai Games,,4,,2009.0,Action,11921
Tom Clancy's Ghost Recon 2,Ubisoft,Ubisoft Shanghai,20,T,2005.0,Shooter,11922
E.X. Troopers,Capcom,,11,,2012.0,Shooter,11923
The Croods: Prehistoric Party!,D3Publisher,,1,,2013.0,Misc,11924
J Legend Retsuden,Namco Bandai Games,,11,,2013.0,Misc,11925
SpongeBob's Truth or Square,THQ,Heavy Iron Studios,17,E,2009.0,Action,11926
Port Royale 3,Kalypso Media,Kalypso,6,T,,Simulation,11927
Monster Racers,Tecmo Koei,Koei,4,E,2009.0,Racing,11928
The King of Fighters: Evolution,SNK,,22,,2000.0,Fighting,11929
DS Uranai Seikatsu,Nintendo,,4,,2009.0,Misc,11930
Hyperdimension Neptunia Re;Birth 3,Idea Factory International,,23,,2014.0,Action,11931
Pro Farm 1,Excalibur Publishing,,15,,2011.0,Simulation,11932
Pitfall: The Lost Expedition,Activision,Torus Games,9,E,2003.0,Platform,11933
Rock Band Country Track Pack 2,MTV Games,Electronic Arts,6,E10+,2011.0,Misc,11934
Speed Zone,Bethesda Softworks,Awesome Play Ltd.,1,E,2009.0,Racing,11935
All-Star Baseball 2004,Acclaim Entertainment,,9,,2003.0,Sports,11936
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,Namco Bandai Games,,11,,2012.0,Action,11937
Jewel Time Deluxe,O-Games,Oxygen Interactive,4,E,2011.0,Puzzle,11938
James Cameron's Dark Angel,Vivendi Games,Radical Entertainment,14,T,2002.0,Action,11939
The Legend of Heroes: Trails in the Sky Third Chapter,Falcom Corporation,,17,,2008.0,Role-Playing,11940
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,Midway Games,Creat Studios,7,M,2007.0,Racing,11941
Hannspree Ten Kate Honda: SBK Superbike World Championship,Black Bean Games,,7,,2007.0,Racing,11942
Generator Rex: Agent of Providence,Activision,Virtuos,6,E10+,2011.0,Action,11943
Alexi Lalas International Soccer,Take-Two Interactive,,13,,1998.0,Sports,11944
Dream Trigger 3D,D3Publisher,"Art Co., Ltd.",11,E,,Shooter,11945
Monster Rancher Battle Card: Episode II,Tecmo Koei,,13,,2000.0,Action,11946
NCAA College Football 2K3,Sega,Avalanche Software,20,E,2002.0,Sports,11947
Karaoke Revolution Party,Konami Digital Entertainment,Harmonix Music Systems,20,E10+,2005.0,Misc,11948
Crayola: Colorful Journey,Crave Entertainment,StudioBlack Games,1,E,2009.0,Misc,11949
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,Nintendo,,12,,2000.0,Sports,11950
Jumper: Griffin's Story,Eidos Interactive,Collision Studios,7,T,2008.0,Action,11951
Operation Darkness,Success,Success,5,M,2007.0,Role-Playing,11952
Emily the Strange: Strangerous,DTP Entertainment,exozet,4,E10+,2011.0,Action,11953
Famicom Mini: Nazo no Murasame-Jou,Nintendo,,9,,2004.0,Action,11954
Galerians: Ash,Sammy Corporation,Polygon Magic,7,T,2002.0,Adventure,11955
Dead Island: Riptide,Deep Silver,Techland,15,M,,Action,11956
Jimmie Johnson's Anything With an Engine,Konami Digital Entertainment,Isopod Labs,1,E10+,2011.0,Racing,11957
R-Type Command,Rising Star Games,Irem,17,E10+,2007.0,Strategy,11958
Yoostar on MTV,Unknown,Yoostar Entertainment Group,5,T,,Misc,11959
Just Dance: Disney Party 2,Ubisoft,Ubisoft,18,E,2015.0,Action,11960
Kane & Lynch 2: Dog Days,Square Enix,,15,,2010.0,Shooter,11961
Haunting Ground,Capcom,Capcom,7,M,2005.0,Action,11962
Mahjong Fight Club DS: Wi-Fi Taiou,Konami Digital Entertainment,,4,,2006.0,Misc,11963
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",505 Games,,4,,2005.0,Misc,11964
Grand Kingdom,Nippon Ichi Software,Spike Chunsoft,10,T,2015.0,Role-Playing,11965
Robocalypse,Tecmo Koei,Vogster,4,E10+,2008.0,Strategy,11966
Vampire Knight DS,D3Publisher,,4,,2009.0,Adventure,11967
Disney Sports Skateboarding,Konami Digital Entertainment,Konami,9,E,2002.0,Sports,11968
Homie Rollerz,Destineer,Webfoot Technologies,4,E,2008.0,Racing,11969
Let's Paint,Zoo Games,Zoo Games,1,E,2010.0,Simulation,11970
Rugby League 3,Alternative Software,,1,,2010.0,Sports,11971
Magi: The Labyrinth of Beginning,Namco Bandai Games,,11,,2013.0,Role-Playing,11972
Escape Dead Island,Deep Silver,Fatshark AB,5,M,2014.0,Action,11973
Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft,Gameloft,4,T,2005.0,Action,11974
The Croods: Prehistoric Party!,D3Publisher,,4,,2013.0,Misc,11975
I Don't Have Many Friends Portable,Namco Bandai Games,,17,,2012.0,Adventure,11976
SimCity 4: Deluxe Edition,Electronic Arts,Maxis,15,E,2003.0,Simulation,11977
Jewel Link Chronicles: Legend of Athena,GSP,,4,,2011.0,Puzzle,11978
CSI: Dark Motives,Ubisoft,Powerhead Games,4,T,2007.0,Adventure,11979
Burnout Paradise: The Ultimate Box,Electronic Arts,,6,,2009.0,Racing,11980
Loons: The Fight For Fame,Atari,,14,,2002.0,Action,11981
Romance of the Three Kingdoms IX,Tecmo Koei,Koei,7,E,2003.0,Strategy,11982
Second Sight,Codemasters,Free Radical Design,14,T,2004.0,Adventure,11983
Metal Gear Solid,Konami Digital Entertainment,,3,,2000.0,Action,11984
The Legend of Heroes: Trails in the Sky First Chapter,Kadokawa Shoten,,23,,2015.0,Role-Playing,11985
Totaled!,Rage Software,,14,,2002.0,Racing,11986
Bleach: Heat the Soul 3,Sony Computer Entertainment,,17,,2006.0,Fighting,11987
Ecco: The Tides of Time,Sega,,21,,1993.0,Adventure,11988
Make 10: A Journey of Numbers,Nintendo,,4,,2007.0,Puzzle,11989
Fantasy Aquarium by DS,Mercury Games,,4,,2008.0,Simulation,11990
Rock Band Track Pack: Classic Rock,MTV Games,Harmonix Music Systems,5,T,2009.0,Misc,11991
Operation Flashpoint: Red River,Codemasters,Codemasters,15,M,2011.0,Shooter,11992
Machine Head,Eidos Interactive,,13,,1996.0,Shooter,11993
Vanguard Bandits,Human Entertainment,S-Neo,13,T,1998.0,Strategy,11994
MLB Front Office Manager,Take-Two Interactive,Blue Castle Games,5,E,2009.0,Sports,11995
Lost Heroes,Namco Bandai Games,,17,,2012.0,Role-Playing,11996
Vampire Legends: Power of Three,THQ,DTP Entertainment,4,E,2010.0,Adventure,11997
Child of Light,Ubisoft,Ubisoft Montreal,23,E10+,2014.0,Role-Playing,11998
The Legend of Heroes VII: The Trail of Zero,Falcom Corporation,,23,,2012.0,Role-Playing,11999
Shin Chan Contra ¡Los Plastas!,505 Games,,4,,2009.0,Platform,12000
Haikyuu!! Tsunage! Itadaki no Keshiki!!,Namco Bandai Games,,11,,2014.0,Adventure,12001
Silent Hill: Origins,Konami Digital Entertainment,Climax Group,7,M,2008.0,Action,12002
Blast Radius,Psygnosis,,13,,1998.0,Action,12003
ESPN National Hockey Night,Konami Digital Entertainment,Kush Games,7,E,2001.0,Sports,12004
Tornado,Ignition Entertainment,Skonec,4,E,,Action,12005
Cut the Rope,Activision,ZeptoLab,11,E,2014.0,Puzzle,12006
Resident Evil: Revelations 2,Capcom,Capcom,5,M,2015.0,Action,12007
Pro Yaky? Spirits 2011,Konami Digital Entertainment,,11,,2011.0,Sports,12008
Taz Wanted,Atari,Blitz Games,14,E,2002.0,Platform,12009
Disaster: Day of Crisis,Nintendo,Monolith Soft,1,,2008.0,Action,12010
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,Konami Digital Entertainment,,4,,2009.0,Sports,12011
Harry Potter and the Sorcerer's Stone,Electronic Arts,Warthog,14,E,2003.0,Action,12012
McFarlane's Evil Prophecy,Konami Digital Entertainment,Konami,7,M,,Action,12013
IA/VT Colorful,Marvelous Entertainment,,23,,2015.0,Misc,12014
We Sing Rock!,Nordic Games,,1,,2011.0,Misc,12015
Wallace & Gromit in Project Zoo,BAM! Entertainment,,20,,2003.0,Platform,12016
Shadowgate 64: Trials of the Four Towers,Kemco,,12,,1999.0,Adventure,12017
Super Robot Spirits,Banpresto,,12,,1998.0,Fighting,12018
Mia Hamm Soccer 64,THQ,,12,,2000.0,Sports,12019
John Madden Football,Imagineer,,8,,1991.0,Sports,12020
Caesars Palace Advance: Millennium Gold Edition,Majesco Entertainment,,9,,2001.0,Misc,12021
Aero Gauge,ASCII Entertainment,,12,,1997.0,Racing,12022
Battlezone: Rise of the Black Dogs,Crave Entertainment,,12,,2000.0,Strategy,12023
Teenage Mutant Ninja Turtles: Tournament Fighters,Konami Digital Entertainment,,2,,1992.0,Fighting,12024
Moxie Girlz,GameMill Entertainment,1st Playable Productions,4,E,2011.0,Misc,12025
Damnation,Codemasters,Blue Omega,5,M,2009.0,Shooter,12026
Samurai Warriors,Tecmo Koei,Omega Force,14,T,2004.0,Action,12027
GunParade Orchestra: Shiro no Shou,Sony Computer Entertainment,,7,,2006.0,Adventure,12028
Rec Room Games,Destineer,Destineer,4,E,2011.0,Sports,12029
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,Irem Software Engineering,,17,,2009.0,Action,12030
FIFA Soccer 2004,Electronic Arts,EA Canada,20,E,2003.0,Sports,12031
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Namco Bandai Games,,6,,2013.0,Strategy,12032
Record of Agarest War,Ghostlight,Compile Heart,6,T,2007.0,Role-Playing,12033
SNK Arcade Classics Vol. 1,Ignition Entertainment,SNK Playmore,1,T,2008.0,Misc,12034
Dave Mirra BMX Challenge,Oxygen Interactive,Left Field Productions,17,E,2006.0,Sports,12035
Rayman 3: Hoodlum Havoc,Ubisoft,Ubisoft Shanghai,20,E,2003.0,Platform,12036
Tony Hawk's Pro Skater 5,Activision,Robomodo,5,T,2015.0,Sports,12037
Tales of Rebirth,Namco Bandai Games,,17,,2008.0,Role-Playing,12038
The Guy Game,Gathering of Developers,Top Heavy Studios,14,M,2004.0,Misc,12039
Let's Ride! Dreamer,DTP Entertainment,,9,,2005.0,Adventure,12040
Fantasia: Music Evolved,Disney Interactive Studios,Harmonix Music Systems,5,E10+,2014.0,Misc,12041
Tecmo's Deception,Sunsoft,,13,,1996.0,Role-Playing,12042
Point Blank DS (JP sales),Atari,,4,,2006.0,Shooter,12043
Ghost in the Shell: Stand Alone Complex,Atari,G-Artists,17,T,2005.0,Adventure,12044
G-Saviour,Sunrise Interactive,,7,,2000.0,Action,12045
Open Season,Ubisoft,Ubisoft,1,E10+,2006.0,Platform,12046
Gintama DS: Yorozuya Daisoudou,Namco Bandai Games,,4,,2006.0,Action,12047
Drake of the 99 Dragons,Unknown,Idol FX,14,T,,Shooter,12048
Dave Mirra BMX Challenge,505 Games,Left Field Productions,1,E,2007.0,Sports,12049
BlazBlue: Chrono Phantasma,Arc System Works,Arc System Works,23,T,2014.0,Fighting,12050
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,Namco Bandai Games,,4,,2010.0,Action,12051
Crimson Sea 2,Tecmo Koei,Koei,7,T,2004.0,Action,12052
Tokyo Twilight Ghost Hunters,Aksys Games,TOYBOX,23,T,2014.0,Role-Playing,12053
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,Alchemist,,4,,2008.0,Adventure,12054
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,FuRyu,,11,,2013.0,Action,12055
Ragnarok: Hikari to Yami no Koujo,GungHo,,17,,2011.0,Role-Playing,12056
Saint Seiya: Brave Soldiers,Namco Bandai Games,Dimps Corporation,6,,2013.0,Fighting,12057
Earth Defense Force 2: Invaders from Planet Space,Xseed Games,Sandlot,23,T,2014.0,Action,12058
Digimon World Championship,Namco Bandai Games,Epics,4,E,2008.0,Role-Playing,12059
AMF Bowling Pinbusters!,Vir2L Studios,,4,,2008.0,Sports,12060
RayStorm,Sony Computer Entertainment,Taito Corporation,13,E,1997.0,Shooter,12061
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Ubisoft,,20,,2005.0,Platform,12062
Dynasty Warriors 8: Empires,Tecmo Koei,Koei Tecmo Games,18,T,2014.0,Action,12063
Trick DS-han: Kakushi Kami no Sumukan,Konami Digital Entertainment,,4,,2010.0,Misc,12064
Circuit Breakers,Mindscape,,13,,1998.0,Racing,12065
Winter Sports 2011,DTP Entertainment,DTP Entertainment,1,,2011.0,Sports,12066
futureU: The Prep Game for SAT,Aspyr,Aspyr,4,E,2008.0,Misc,12067
Catwoman,Electronic Arts,Argonaut Games,20,T,2004.0,Action,12068
Colosseum: Road to Freedom,Tecmo Koei,Goshow,7,M,2005.0,Role-Playing,12069
Tank! Tank! Tank!,Namco Bandai Games,,19,,2012.0,Action,12070
Football Manager 2010,Sega,Sports Interactive,15,E,2009.0,Sports,12071
Target: Terror,Konami Digital Entertainment,Leviathan Games,1,M,2008.0,Shooter,12072
Mugen Souls Z,Nippon Ichi Software,Compile Heart,6,T,2013.0,Role-Playing,12073
BeatMania,Konami Digital Entertainment,Konami,7,E10+,2006.0,Simulation,12074
Sprint Cars: Road to Knoxville,THQ,Big Ant Studios,7,E,2005.0,Racing,12075
Guilty Gear Xrd -Revelator-,PQube,,6,,2016.0,Fighting,12076
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,Banpresto,,9,,2006.0,Action,12077
Shrek's Carnival Craze Party Games,Activision,,7,,2008.0,Misc,12078
Dream Dance & Cheer,Zoo Games,,1,,2009.0,Misc,12079
Silpheed: The Lost Planet,Swing! Entertainment,Treasure,7,T,2000.0,Shooter,12080
Billy's Boot Camp: Wii de Enjoy Diet!,Rocket Company,,1,,2011.0,Sports,12081
Real Time Conflict: Shogun Empires,Namco Bandai Games,Box Clever Interactive,4,E10+,2005.0,Strategy,12082
Spartan: Total Warrior,Sega,Creative Assembly,20,M,2005.0,Action,12083
Pitfall: The Lost Expedition,Activision,Edge of Reality,14,E,2004.0,Platform,12084
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,Nippon Columbia,,11,,2014.0,Action,12085
Fantastic Four,Acclaim Entertainment,,13,,1997.0,Action,12086
Yamaha Supercross,Zoo Digital Publishing,Coyote Console,1,E,2009.0,Racing,12087
Petz: Hamsterz Bunch,Ubisoft,Ubisoft,17,E,2009.0,Simulation,12088
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,Alchemist,,7,,2007.0,Adventure,12089
River City Ransom EX,Atlus,Million,9,T,2004.0,Action,12090
Bionicle Heroes,Eidos Interactive,Traveller's Tales,5,E10+,2006.0,Shooter,12091
San Goku Shi Taisen Ten,Sega,,4,,2008.0,Strategy,12092
Ant Nation,Konami Digital Entertainment,Kouyousha,4,E,2009.0,Simulation,12093
Fable: The Lost Chapters,Microsoft Game Studios,Lionhead Studios,15,M,2005.0,Role-Playing,12094
Fairy Tail: Zelef Kakusei,Unknown,,17,,2012.0,Action,12095
Strike Point,Elite,,13,,1996.0,Simulation,12096
Crazy Taxi 2,Sega,Hitmaker,22,T,2001.0,Racing,12097
The Sims 2: Seasons,Electronic Arts,Maxis,15,T,2007.0,Simulation,12098
Dragon Slayer: The Legend of Heroes,Epoch,,8,,1992.0,Role-Playing,12099
Street Fighter II': Special Champion Edition (JP weekly sales),Capcom,,21,,1993.0,Action,12100
Pizza Delivery Boy,Majesco Entertainment,Attractive Games,1,E,2010.0,Simulation,12101
Tom and Jerry in War of the Whiskers,NewKidCo,,20,,2003.0,Fighting,12102
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,Namco Bandai Games,,4,,2010.0,Role-Playing,12103
Famicom Mini: Wrecking Crew,Nintendo,,9,,2004.0,Puzzle,12104
Suzumiya Haruhi no Gekidou,Kadokawa Shoten,,1,,2009.0,Adventure,12105
Lost Heroes 2,Namco Bandai Games,,11,,2015.0,Action,12106
Heavenly Guardian,505 Games,Starfish,1,E,2007.0,Shooter,12107
Dynasty Warriors DS: Fighter's Battle,Tecmo Koei,Koei,4,E10+,2007.0,Action,12108
The Testament of Sherlock Holmes,Focus Home Interactive,Frogwares,15,M,2012.0,Adventure,12109
Space Hulk: Vengeance of the Blood Angels,Electronic Arts,,13,,1995.0,Shooter,12110
Robot Alchemic Drive,Enix Corporation,Sandlot,7,T,2002.0,Action,12111
Alpha and Omega,Unknown,Storm City Games,4,E,2010.0,Action,12112
Motor Toon Grand Prix (Japan),Sony Computer Entertainment,,13,,1994.0,Racing,12113
Dino Master: Dig Discover Duel,Majesco Entertainment,,4,,2005.0,Strategy,12114
Ken to Mahou to Gakuen Mono. 3,Acquire,,6,,2010.0,Role-Playing,12115
Tomb Raider: Legend,Eidos Interactive,Human Soft,4,T,2006.0,Action,12116
Warhammer: Battle For Atluma,Namco Bandai Games,Sabertooth Games,17,T,2006.0,Action,12117
Hikaru no Go: Heian Gensou Ibunroku,Konami Digital Entertainment,,13,,2002.0,Adventure,12118
Eagle Flight,Ubisoft,"Ubisoft, FunHouse",10,E10+,2016.0,Adventure,12119
Operation: Vietnam,Majesco Entertainment,Coyote Console,4,T,2007.0,Shooter,12120
Samurai Shodown,SNK,,27,,1993.0,Fighting,12121
OverBlood 2,Evolution Games,,13,,1998.0,Action,12122
Fighter Maker 2,Enterbrain,Enterbrain,7,T,2002.0,Fighting,12123
Lifeline,Sony Computer Entertainment,SCEJ,7,M,2003.0,Adventure,12124
Judie no Atelier: Guramnat no Renkinjutsushi,Gust,,7,,2002.0,Role-Playing,12125
Dragon Valor,Sony Computer Entertainment,Namco,13,T,1999.0,Role-Playing,12126
Tokyo Beat Down,Success,Success,4,T,2008.0,Action,12127
NHL 2005,Electronic Arts,EA Sports,20,E,2004.0,Sports,12128
Midway Arcade Treasures 3,Midway Games,Midway,20,E,2005.0,Misc,12129
Microsoft Flight Simulator 2004: A Century of Flight,Microsoft Game Studios,Microsoft Game Studios,15,E,2003.0,Simulation,12130
"Horrid Henry: The Good, The Bad and The Bugly",Asylum Entertainment,,11,,2011.0,Platform,12131
Firefighter F.D.18,Konami Digital Entertainment,,7,,2004.0,Action,12132
Anubis II,Metro 3D,Data Design Interactive,1,E,2007.0,Platform,12133
Goodbye Deponia,Daedalic Entertainment,Daedalic Entertainment,15,,2013.0,Adventure,12134
Pro Yaky? Spirits 2014,Konami Digital Entertainment,,23,,2014.0,Sports,12135
Legend of Kay,Nordic Games,,10,,2015.0,Action,12136
Cartoon Network: Punch Time Explosion XL,Crave Entertainment,,6,,2011.0,Fighting,12137
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,Tecmo Koei,,4,,2008.0,Adventure,12138
The Book of Unwritten Tales 2,Nordic Games,KING Art,10,,2015.0,Adventure,12139
Ultimate Board Game Collection,Xplosiv,Jack of All Games,17,E,2007.0,Misc,12140
Mega Man X4,Capcom,,24,,1997.0,Action,12141
Jackass the Game DS,Empire Interactive,,4,,2008.0,Action,12142
Jake Power: Handyman,Ubisoft,Ubisoft,4,E,2008.0,Adventure,12143
My Dress-Up,Oxygen Interactive,Oxygen Interactive,4,E10+,2008.0,Misc,12144
Power Pro GB,Konami Digital Entertainment,,3,,1998.0,Sports,12145
Beat City,THQ,Universomo,4,E,2010.0,Misc,12146
Sudoku Fever,Take-Two Interactive,Global Star Software,9,E,2006.0,Puzzle,12147
Inversion,Namco Bandai Games,Saber Interactive,6,M,2012.0,Shooter,12148
The Putter Golf,D3Publisher,,13,,2001.0,Sports,12149
Ultimate Marvel vs. Capcom 3,Capcom,Capcom,5,T,2011.0,Fighting,12150
The Powerpuff Girls: Relish Rampage,BAM! Entertainment,VIS Entertainment,20,E,2002.0,Action,12151
Super Real Mahjong Graffiti,Seta Corporation,,24,,1995.0,Misc,12152
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,FuRyu,,11,,2015.0,Action,12153
Ninja Warriors,Titus,,8,,1993.0,Action,12154
Army Men: RTS,Global Star,Pandemic Studios,20,T,2004.0,Strategy,12155
Classic Action: Devilish,505 Games,Starfish,4,T,2005.0,Misc,12156
Zettai Onkan Otoda Master,Hudson Soft,,4,,2007.0,Role-Playing,12157
Assassin's Creed Chronicles,Ubisoft,Climax Studios,23,T,2016.0,Action,12158
Dragoneer's Aria,Tecmo Koei,Hit Maker,17,E10+,2007.0,Role-Playing,12159
Xbox Live Arcade Unplugged Volume 1,Microsoft Game Studios,,5,,2006.0,Misc,12160
TigerShark,GT Interactive,,13,,1997.0,Simulation,12161
Major League Baseball 2K10,Take-Two Interactive,Visual Concepts,17,E,2010.0,Sports,12162
Norse by Norsewest: The Return of the Lost Vikings,Interplay,,13,,1997.0,Action,12163
N+,Atari,"Metanet Software Inc., SilverBirch Studios",4,E,2007.0,Platform,12164
Titanic Mystery,PlayV,Purple Hills,4,T,2010.0,Puzzle,12165
Backyard NFL Football '09,Atari,,4,,2008.0,Sports,12166
Obscure,Microids,Hydravision,7,M,2004.0,Adventure,12167
Sega Soccer Slam,Sega,Black Box,20,E,2002.0,Sports,12168
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,Takara Tomy,,4,,2008.0,Role-Playing,12169
Shin Lucky * Star: Moe Drill ~Tabidachi~,Kadokawa Shoten,,4,,2007.0,Action,12170
DefCon 5,Psygnosis,,13,,1995.0,Shooter,12171
Secret Service: Ultimate Sacrifice,Activision,,7,,2008.0,Action,12172
Transformer: Rise of the Dark Spark (3DS),Activision,,11,,2014.0,Role-Playing,12173
Deep Labyrinth,505 Games,Interactive Brains,4,E10+,2006.0,Action,12174
Nichibeikan Pro Yakyuu: Final League,SquareSoft,,7,,2002.0,Sports,12175
Spawn: Armageddon,Electronic Arts,Point of View,20,M,2003.0,Action,12176
God Hand,Capcom,Clover Studio,7,M,2006.0,Action,12177
Shin Chan: Las Nuevas Aventuras Para Wii!,505 Games,,1,,2006.0,Action,12178
Junior Classic Books & Fairytales,GSP,,4,,2010.0,Misc,12179
Legends of Wrestling II,Acclaim Entertainment,Powerhead Games,9,E,2002.0,Fighting,12180
Fatal Fury: Battle Archives Volume 2,SNK Playmore,SNK Playmore,7,T,2007.0,Fighting,12181
Mario Tennis,Nintendo,Camelot Software Planning,1,E,2010.0,Sports,12182
Jurassic Park: Operation Genesis,Konami Digital Entertainment,Blue Tongue Entertainment,14,T,2003.0,Simulation,12183
FIFA Soccer 06,Electronic Arts,Electronic Arts,9,E,2005.0,Sports,12184
Freddi Fish: Kelp Seed Mystery,Majesco Entertainment,Humongous Entertainment,1,E,2008.0,Adventure,12185
RedCard 20-03,Midway Games,Midway,7,E,2002.0,Sports,12186
Brothers in Arms: Furious 4,Ubisoft,Gearbox Software,6,M,2012.0,Shooter,12187
Future Tactics: The Uprising,Crave Entertainment,Zed Two Limited,7,T,2004.0,Strategy,12188
Kanji Sonomama DS Rakubiki Jiten,Nintendo,,4,,2006.0,Misc,12189
Driver: Parallel Lines,Atari,Reflections Interactive,14,M,2006.0,Racing,12190
Hyperdimension Neptunia Victory,Compile Heart,,23,,2014.0,Role-Playing,12191
everGirl,THQ,,9,,2005.0,Adventure,12192
Heroes Phantasia,Namco Bandai Games,,17,,2012.0,Role-Playing,12193
Top Gun,505 Games,Doublesix,6,T,2011.0,Simulation,12194
Batman: Rise of Sin Tzu,Ubisoft,Ubisoft,9,E,2003.0,Action,12195
Chuugaku Eitango Target 1800 DS,IE Institute,,4,,2006.0,Misc,12196
Sherlock Holmes: Crimes & Punishments,Focus Home Interactive,,6,,2014.0,Adventure,12197
Basketball Hall of Fame Ultimate Hoops Challenge,Zoo Games,Collision Studios,1,E,2010.0,Sports,12198
Dragon Ball Z: Battle of Z,Namco Bandai Games,Artdink,5,T,2014.0,Fighting,12199
World Racing,TDK Mediactive,Synetic,14,E,2003.0,Racing,12200
Resident Evil 5,Capcom,Capcom,15,M,2009.0,Action,12201
X-Men: The Official Game,Activision,WayForward,9,E10+,2006.0,Action,12202
Disney's Party,Hudson Entertainment,Jupiter Multimedia,9,E,2003.0,Misc,12203
Generator Rex: Agent of Providence,Activision,Virtuos,4,E10+,2011.0,Action,12204
Storybook Workshop,Konami Digital Entertainment,Konami,1,E,2009.0,Misc,12205
Command & Conquer 3: Tiberium Wars,Electronic Arts,,15,,2007.0,Strategy,12206
Card Games,D3Publisher,,13,,2000.0,Misc,12207
Tropix,Capcom,,4,,2008.0,Puzzle,12208
Mega Man: Battle & Chase,Capcom,,13,,1997.0,Racing,12209
Winning Post 7 2010,Tecmo Koei,,6,,2010.0,Sports,12210
Build-A-Bear Workshop: Friendship Valley,Unknown,Neko Entertainment,1,E,,Misc,12211
Pipe Mania,Empire Interactive,Empire Interactive,17,E,2008.0,Puzzle,12212
Daniel X: The Ultimate Power,THQ,Griptonite Games,4,E10+,2010.0,Action,12213
Destrega,Sony Computer Entertainment,,13,,1998.0,Fighting,12214
Fantasy Aquarium World,Destineer,Coresoft,1,E,2009.0,Simulation,12215
